PIVlab, ASCII chart output - 08-Oct-2024
FRAME: 222, filenames: A: Basler_acA640-750um__24761715__20241004_145722425_0442.bmp & B: Basler_acA640-750um__24761715__20241004_145722425_0443.bmp, conversion factor xy (px -> m): 0.00011578, conversion factor uv (px/frame -> m/s): 0.034769
x [m],y [m],u [m/s],v [m/s],Vector type [-]
0.001968274824,0.001968274824,NaN,NaN,0
0.001968274824,0.003820769023,-0.1862832308,-0.001189613482,1
0.001968274824,0.005673262756,-0.1756981164,-0.0006299890229,1
0.001968274824,0.007525756955,-0.1773732603,-0.000248800643,1
0.001968274824,0.009378250688,-0.1873900443,-0.0004327514034,1
0.001968274824,0.01123074535,-0.1879291832,-0.003459980013,1
0.001968274824,0.01308323909,-0.1851414591,-0.009442227893,1
0.001968274824,0.01493573282,-0.1841637045,-0.00923388917,1
0.001968274824,0.01678822748,-0.1863273829,-0.003909217194,1
0.001968274824,0.01864072122,-0.1930358261,0.0008417104254,1
0.001968274824,0.02049321495,-0.1989566535,0.004598565865,1
0.001968274824,0.02234570868,-0.1972727329,0.00160441047,1
0.001968274824,0.02419820242,-0.1896110624,-0.006829650607,1
0.001968274824,0.02605069801,-0.1818165481,-0.01516802702,1
0.001968274824,0.02790319175,-0.1808518171,-0.02190063149,1
0.001968274824,0.02975568548,-0.1816123724,-0.0280884169,1
0.001968274824,0.03160817921,-0.1797682345,-0.02996840701,1
0.001968274824,0.03346067294,-0.1772968024,-0.02521229535,1
0.001968274824,0.03531316668,-0.173458159,-0.01781372167,1
0.001968274824,0.03716566041,-0.1683484316,-0.01264476497,1
0.001968274824,0.03901815414,-0.1693950891,-0.01204816811,1
0.001968274824,0.04087064788,-0.176444605,-0.01260536164,1
0.001968274824,0.04272314161,-0.1781641841,-0.01131968107,1
0.001968274824,0.04457563907,-0.1597989202,-0.009582987055,1
0.001968274824,0.0464281328,-0.133715108,-0.01388265938,1
0.001968274824,0.04828062654,-0.09631696343,-0.0104563022,1
0.001968274824,0.05013312027,-0.08370309323,-0.00412074523,1
0.001968274824,0.051985614,NaN,NaN,0
0.001968274824,0.05383810773,NaN,NaN,0
0.003820769023,0.001968274824,NaN,NaN,0
0.003820769023,0.003820769023,-0.1880320311,-0.0006678640493,1
0.003820769023,0.005673262756,-0.1843619943,0.0008730129921,1
0.003820769023,0.007525756955,-0.1862338483,0.001333771273,1
0.003820769023,0.009378250688,-0.190392971,-0.0003227875859,1
0.003820769023,0.01123074535,-0.1894855499,-0.003563353792,1
0.003820769023,0.01308323909,-0.1862097979,-0.007658348884,1
0.003820769023,0.01493573282,-0.1847037226,-0.007417223416,1
0.003820769023,0.01678822748,-0.1865528524,-0.004747198895,1
0.003820769023,0.01864072122,-0.1907666028,-0.002830642043,1
0.003820769023,0.02049321495,-0.1922955066,-0.002519207541,1
0.003820769023,0.02234570868,-0.1877660751,-0.005434289575,1
0.003820769023,0.02419820242,-0.1827697903,-0.009528473951,1
0.003820769023,0.02605069801,-0.1818260998,-0.01384268515,1
0.003820769023,0.02790319175,-0.1840535253,-0.0200712271,1
0.003820769023,0.02975568548,-0.184580192,-0.02782700583,1
0.003820769023,0.03160817921,-0.1822527349,-0.03086708114,1
0.003820769023,0.03346067294,-0.1790875793,-0.0267128963,1
0.003820769023,0.03531316668,-0.1751624495,-0.01853646152,1
0.003820769023,0.03716566041,-0.169611305,-0.01133866329,1
0.003820769023,0.03901815414,-0.1665557176,-0.008425621316,1
0.003820769023,0.04087064788,-0.1713528782,-0.008661021478,1
0.003820769023,0.04272314161,-0.1756843477,-0.009336287156,1
0.003820769023,0.04457563907,-0.1595959663,-0.01007243339,1
0.003820769023,0.0464281328,-0.1233690754,-0.01163109951,1
0.003820769023,0.04828062654,-0.06502433866,-0.006931452546,1
0.003820769023,0.05013312027,-0.02248388901,-0.002936133882,1
0.003820769023,0.051985614,NaN,NaN,0
0.003820769023,0.05383810773,NaN,NaN,0
0.005673262756,0.001968274824,NaN,NaN,0
0.005673262756,0.003820769023,-0.1888598055,-0.00142256578,1
0.005673262756,0.005673262756,-0.1868900508,-0.0001894690795,1
0.005673262756,0.007525756955,-0.1876635104,0.001525875414,1
0.005673262756,0.009378250688,-0.1899440438,3.92768452e-05,1
0.005673262756,0.01123074535,-0.1893183291,-0.003066908801,1
0.005673262756,0.01308323909,-0.1870763898,-0.005359404255,1
0.005673262756,0.01493573282,-0.1857399344,-0.00600231532,1
0.005673262756,0.01678822748,-0.185809508,-0.006808434613,1
0.005673262756,0.01864072122,-0.1878066808,-0.007754605263,1
0.005673262756,0.02049321495,-0.1882973313,-0.01063524745,1
0.005673262756,0.02234570868,-0.1831547022,-0.01427522488,1
0.005673262756,0.02419820242,-0.179142803,-0.01401560754,1
0.005673262756,0.02605069801,-0.1810556501,-0.01430861838,1
0.005673262756,0.02790319175,-0.1834428161,-0.01932057366,1
0.005673262756,0.02975568548,-0.1835793406,-0.02732472681,1
0.005673262756,0.03160817921,-0.1825726777,-0.03144980967,1
0.005673262756,0.03346067294,-0.180156976,-0.02924340032,1
0.005673262756,0.03531316668,-0.1760225445,-0.02243895084,1
0.005673262756,0.03716566041,-0.169525668,-0.01390563417,1
0.005673262756,0.03901815414,-0.163726896,-0.008713240735,1
0.005673262756,0.04087064788,-0.1660819352,-0.006681475323,1
0.005673262756,0.04272314161,-0.1721413583,-0.005867925473,1
0.005673262756,0.04457563907,-0.1635747999,-0.006559538189,1
0.005673262756,0.0464281328,-0.1305418611,-0.007129338104,1
0.005673262756,0.04828062654,-0.07652653754,-0.004912622739,1
0.005673262756,0.05013312027,-0.01029275078,-0.002100205049,1
0.005673262756,0.051985614,NaN,NaN,0
0.005673262756,0.05383810773,NaN,NaN,0
0.007525756955,0.001968274824,NaN,NaN,0
0.007525756955,0.003820769023,-0.1890269816,-0.003020289354,1
0.007525756955,0.005673262756,-0.1867819726,-0.002070183866,1
0.007525756955,0.007525756955,-0.1869363934,0.0005577973789,1
