PIVlab, ASCII chart output - 08-Oct-2024
FRAME: 229, filenames: A: Basler_acA640-750um__24761715__20241004_145722425_0456.bmp & B: Basler_acA640-750um__24761715__20241004_145722425_0457.bmp, conversion factor xy (px -> m): 0.00011578, conversion factor uv (px/frame -> m/s): 0.034769
x [m],y [m],u [m/s],v [m/s],Vector type [-]
0.001968274824,0.001968274824,NaN,NaN,0
0.001968274824,0.003820769023,-0.1857630163,-0.004503400996,1
0.001968274824,0.005673262756,-0.1893544346,-0.006402308121,1
0.001968274824,0.007525756955,-0.1915607601,-0.005539227277,1
0.001968274824,0.009378250688,-0.1934204847,-0.00142131187,1
0.001968274824,0.01123074535,-0.1938149035,0.0009525333298,1
0.001968274824,0.01308323909,-0.1895678937,-0.001073363703,1
0.001968274824,0.01493573282,-0.1828943938,-0.005480182357,1
0.001968274824,0.01678822748,-0.177045688,-0.009052426554,1
0.001968274824,0.01864072122,-0.1783301085,-0.01282627415,1
0.001968274824,0.02049321495,-0.1872148514,-0.01839388721,1
0.001968274824,0.02234570868,-0.1919497401,-0.02374762855,1
0.001968274824,0.02419820242,-0.1911623031,-0.02512961812,1
0.001968274824,0.02605069801,-0.1893459558,-0.02614591457,1
0.001968274824,0.02790319175,-0.1853908151,-0.02331893519,1
0.001968274824,0.02975568548,-0.1839813888,-0.02081873454,1
0.001968274824,0.03160817921,-0.1849344224,-0.02074816078,1
0.001968274824,0.03346067294,-0.1822512001,-0.02287557162,1
0.001968274824,0.03531316668,-0.1800373942,-0.0258452259,1
0.001968274824,0.03716566041,-0.1800729632,-0.0247988496,1
0.001968274824,0.03901815414,-0.1769989282,-0.02057921141,1
0.001968274824,0.04087064788,-0.1708406061,-0.01614552923,1
0.001968274824,0.04272314161,-0.1670846492,-0.01149276644,1
0.001968274824,0.04457563907,-0.1578389704,-0.008591302671,1
0.001968274824,0.0464281328,-0.1295793802,-0.009737779386,1
0.001968274824,0.04828062654,-0.07131680846,-0.00576601224,1
0.001968274824,0.05013312027,-0.03307175264,-0.003107489087,1
0.001968274824,0.051985614,NaN,NaN,0
0.001968274824,0.05383810773,NaN,NaN,0
0.003820769023,0.001968274824,NaN,NaN,0
0.003820769023,0.003820769023,-0.1839924306,-0.002579180757,1
0.003820769023,0.005673262756,-0.1867758781,-0.003353265114,1
0.003820769023,0.007525756955,-0.1875160933,-0.003865452018,1
0.003820769023,0.009378250688,-0.1881053001,-0.001535272342,1
0.003820769023,0.01123074535,-0.1863554269,0.0001032769869,1
0.003820769023,0.01308323909,-0.1837810427,-0.001815025695,1
0.003820769023,0.01493573282,-0.1853023469,-0.004753126297,1
0.003820769023,0.01678822748,-0.1838093102,-0.007895242423,1
0.003820769023,0.01864072122,-0.1809657216,-0.01187201496,1
0.003820769023,0.02049321495,-0.1840692461,-0.01720598899,1
0.003820769023,0.02234570868,-0.1870805621,-0.02268025279,1
0.003820769023,0.02419820242,-0.1887630671,-0.02629051171,1
0.003820769023,0.02605069801,-0.1897652149,-0.03051599301,1
0.003820769023,0.02790319175,-0.1886878759,-0.02891710587,1
0.003820769023,0.02975568548,-0.1880237609,-0.02363414876,1
0.003820769023,0.03160817921,-0.1872608811,-0.02007691935,1
0.003820769023,0.03346067294,-0.1817273796,-0.02048555948,1
0.003820769023,0.03531316668,-0.1757750213,-0.02311383933,1
0.003820769023,0.03716566041,-0.1765761077,-0.02307441458,1
0.003820769023,0.03901815414,-0.1777041256,-0.01982559636,1
0.003820769023,0.04087064788,-0.1753463298,-0.01653951965,1
0.003820769023,0.04272314161,-0.1735721678,-0.01402915362,1
0.003820769023,0.04457563907,-0.1610766798,-0.01249863207,1
0.003820769023,0.0464281328,-0.1223006621,-0.01237586513,1
0.003820769023,0.04828062654,-0.0514427498,-0.006601653993,1
0.003820769023,0.05013312027,-0.006658479571,-0.00299076084,1
0.003820769023,0.051985614,NaN,NaN,0
0.003820769023,0.05383810773,NaN,NaN,0
0.005673262756,0.001968274824,NaN,NaN,0
0.005673262756,0.003820769023,-0.184976384,-0.002088720677,1
0.005673262756,0.005673262756,-0.1876119673,-0.001692144549,1
0.005673262756,0.007525756955,-0.1870159209,-0.002422993537,1
0.005673262756,0.009378250688,-0.1856231838,-0.001568910549,1
0.005673262756,0.01123074535,-0.1825838238,-0.0008808667772,1
0.005673262756,0.01308323909,-0.1814239323,-0.001429163152,1
0.005673262756,0.01493573282,-0.1869285107,-0.002318979474,1
0.005673262756,0.01678822748,-0.1865612566,-0.005631529726,1
0.005673262756,0.01864072122,-0.1821284741,-0.01074834168,1
0.005673262756,0.02049321495,-0.1825124025,-0.01620175689,1
0.005673262756,0.02234570868,-0.1863269061,-0.02015865967,1
0.005673262756,0.02419820242,-0.1917006671,-0.02261896618,1
0.005673262756,0.02605069801,-0.1946426034,-0.02671156079,1
0.005673262756,0.02790319175,-0.1946381927,-0.02779765241,1
0.005673262756,0.02975568548,-0.1927431375,-0.02378191799,1
0.005673262756,0.03160817921,-0.1883186698,-0.02012258582,1
0.005673262756,0.03346067294,-0.1798106134,-0.02035510726,1
0.005673262756,0.03531316668,-0.1727684885,-0.02106658556,1
0.005673262756,0.03716566041,-0.1732029021,-0.01948871277,1
0.005673262756,0.03901815414,-0.1774176508,-0.01603710651,1
0.005673262756,0.04087064788,-0.1806544065,-0.01378949918,1
0.005673262756,0.04272314161,-0.1800116599,-0.0139216138,1
0.005673262756,0.04457563907,-0.165789336,-0.01402296033,1
0.005673262756,0.0464281328,-0.1197295561,-0.01240348443,1
0.005673262756,0.04828062654,-0.03400699422,-0.006001626607,1
0.005673262756,0.05013312027,0.004756167531,-0.002850514837,1
0.005673262756,0.051985614,NaN,NaN,0
0.005673262756,0.05383810773,NaN,NaN,0
0.007525756955,0.001968274824,NaN,NaN,0
0.007525756955,0.003820769023,-0.1886024773,-0.003281631274,1
0.007525756955,0.005673262756,-0.1903061867,-0.002422294347,1
