PIVlab, ASCII chart output - 08-Oct-2024
FRAME: 227, filenames: A: Basler_acA640-750um__24761715__20241004_145722425_0452.bmp & B: Basler_acA640-750um__24761715__20241004_145722425_0453.bmp, conversion factor xy (px -> m): 0.00011578, conversion factor uv (px/frame -> m/s): 0.034769
x [m],y [m],u [m/s],v [m/s],Vector type [-]
0.001968274824,0.001968274824,NaN,NaN,0
0.001968274824,0.003820769023,-0.1868517399,0.00417386787,1
0.001968274824,0.005673262756,-0.1835120767,0.004283763468,1
0.001968274824,0.007525756955,-0.1845453382,0.00474653393,1
0.001968274824,0.009378250688,-0.1848343164,0.004178710748,1
0.001968274824,0.01123074535,-0.1853553951,0.002064484637,1
0.001968274824,0.01308323909,-0.1861516088,-0.0002038992825,1
0.001968274824,0.01493573282,-0.1833420843,-0.004291037098,1
0.001968274824,0.01678822748,-0.1811336577,-0.00769778993,1
0.001968274824,0.01864072122,-0.1814803034,-0.01279713213,1
0.001968274824,0.02049321495,-0.1837135553,-0.01875788346,1
0.001968274824,0.02234570868,-0.1843945831,-0.02103524283,1
0.001968274824,0.02419820242,-0.1814782917,-0.02053585649,1
0.001968274824,0.02605069801,-0.1797562093,-0.01978804916,1
0.001968274824,0.02790319175,-0.1803787947,-0.02156525478,1
0.001968274824,0.02975568548,-0.1815307587,-0.02609018981,1
0.001968274824,0.03160817921,-0.1840128899,-0.02950980887,1
0.001968274824,0.03346067294,-0.1816264987,-0.03047404625,1
0.001968274824,0.03531316668,-0.1762024611,-0.02968660742,1
0.001968274824,0.03716566041,-0.1749535799,-0.02479121275,1
0.001968274824,0.03901815414,-0.1723843068,-0.01579405367,1
0.001968274824,0.04087064788,-0.1695724577,-0.007739517838,1
0.001968274824,0.04272314161,-0.1684873402,-0.004055937752,1
0.001968274824,0.04457563907,-0.1572201997,-0.00506932009,1
0.001968274824,0.0464281328,-0.1178098843,-0.01103025209,1
0.001968274824,0.04828062654,-0.06749659032,-0.007736744825,1
0.001968274824,0.05013312027,-0.0276145041,-0.004461001139,1
0.001968274824,0.051985614,NaN,NaN,0
0.001968274824,0.05383810773,NaN,NaN,0
0.003820769023,0.001968274824,NaN,NaN,0
0.003820769023,0.003820769023,-0.1852565557,-0.001646056189,1
0.003820769023,0.005673262756,-0.1845272332,-0.002860876964,1
0.003820769023,0.007525756955,-0.1867917627,-0.001217380865,1
0.003820769023,0.009378250688,-0.1896490008,0.001600733842,1
0.003820769023,0.01123074535,-0.1906917095,0.001207849127,1
0.003820769023,0.01308323909,-0.1854836047,-0.002663320396,1
0.003820769023,0.01493573282,-0.1813504547,-0.006485012826,1
0.003820769023,0.01678822748,-0.1812407374,-0.009160884656,1
0.003820769023,0.01864072122,-0.1818348467,-0.01273193955,1
0.003820769023,0.02049321495,-0.1847186685,-0.01740195975,1
0.003820769023,0.02234570868,-0.1890372485,-0.02090985328,1
0.003820769023,0.02419820242,-0.1891257912,-0.0238429904,1
0.003820769023,0.02605069801,-0.1868248135,-0.0257852748,1
0.003820769023,0.02790319175,-0.1838877946,-0.02575862221,1
0.003820769023,0.02975568548,-0.1826231331,-0.0251312051,1
0.003820769023,0.03160817921,-0.1849043518,-0.02639749646,1
0.003820769023,0.03346067294,-0.183536157,-0.02813715674,1
0.003820769023,0.03531316668,-0.1784849614,-0.02845287882,1
0.003820769023,0.03716566041,-0.1759090573,-0.02538570017,1
0.003820769023,0.03901815414,-0.174686417,-0.01908526942,1
0.003820769023,0.04087064788,-0.1731152236,-0.01301814243,1
0.003820769023,0.04272314161,-0.1701172292,-0.008887452073,1
0.003820769023,0.04457563907,-0.1568243206,-0.006616478786,1
0.003820769023,0.0464281328,-0.1192857474,-0.006228440441,1
0.003820769023,0.04828062654,-0.05110592023,-0.00377459405,1
0.003820769023,0.05013312027,-0.007375345565,-0.002315572696,1
0.003820769023,0.051985614,NaN,NaN,0
0.003820769023,0.05383810773,NaN,NaN,0
0.005673262756,0.001968274824,NaN,NaN,0
0.005673262756,0.003820769023,-0.1860575378,-0.004588144831,1
0.005673262756,0.005673262756,-0.1869061738,-0.005658212584,1
0.005673262756,0.007525756955,-0.1890803874,-0.004125847481,1
0.005673262756,0.009378250688,-0.1903752536,-0.002465073718,1
0.005673262756,0.01123074535,-0.1882238686,-0.001832398935,1
0.005673262756,0.01308323909,-0.181194216,-0.004902428947,1
0.005673262756,0.01493573282,-0.1788181067,-0.008050245233,1
0.005673262756,0.01678822748,-0.1817026138,-0.009961577132,1
0.005673262756,0.01864072122,-0.1814687699,-0.0125023555,1
0.005673262756,0.02049321495,-0.1833051592,-0.01661446132,1
0.005673262756,0.02234570868,-0.1888969243,-0.02048230357,1
0.005673262756,0.02419820242,-0.1925471276,-0.02489082888,1
0.005673262756,0.02605069801,-0.1922566593,-0.02946380712,1
0.005673262756,0.02790319175,-0.1882128119,-0.02848483622,1
0.005673262756,0.02975568548,-0.1856805384,-0.023429133,1
0.005673262756,0.03160817921,-0.1859421283,-0.0211928729,1
0.005673262756,0.03346067294,-0.1825612634,-0.02308188565,1
0.005673262756,0.03531316668,-0.1765813082,-0.02425072342,1
0.005673262756,0.03716566041,-0.1756586283,-0.02203433961,1
0.005673262756,0.03901815414,-0.1775412261,-0.01886334084,1
0.005673262756,0.04087064788,-0.1780379862,-0.01519549917,1
0.005673262756,0.04272314161,-0.1744234115,-0.01276629139,1
0.005673262756,0.04457563907,-0.1597832441,-0.01005324442,1
0.005673262756,0.0464281328,-0.1245033517,-0.006618790329,1
0.005673262756,0.04828062654,-0.06827931106,-0.00259116455,1
0.005673262756,0.05013312027,-0.008256845176,-0.001369941398,1
0.005673262756,0.051985614,NaN,NaN,0
0.005673262756,0.05383810773,NaN,NaN,0
0.007525756955,0.001968274824,NaN,NaN,0
0.007525756955,0.003820769023,-0.1883258224,-0.003926920705,1
0.007525756955,0.005673262756,-0.1898878515,-0.00302987406,1
0.007525756955,0.007525756955,-0.1900556237,-0.00266240444,1
